"243,553"	"704,019"	"183,225"	"276,567"	"179,864"					
"241,716"	"697,587"	"181,847"	"273,352"	"178,945"					
"240,567"	"695,061"	"182,077"	"272,433"	"179,864"					
"238,500"	"697,358"	"182,536"	"273,352"	"180,323"					
"241,486"	"693,223"	"181,158"	"268,528"	"177,567"					
"246,080"	"692,994"	"182,995"	"268,758"	"177,337"					
"244,242"	"696,439"	"186,670"	"270,825"	"181,242"					
"243,783"	"700,114"	"189,656"	"271,973"	"183,309"					
"246,769"	"700,573"	"192,872"	"269,217"	"183,769"					
"243,783"	"691,156"	"190,575"	"263,705"	"180,783"					
"240,797"	"683,347"	"186,900"	"255,436"	"175,730"					
"231,380"	"660,148"	"177,942"	"243,033"	"161,948"					
"210,478"	"607,780"	"154,973"	"216,848"	"135,994"					
"179,930"	"552,425"	"133,842"	"197,555"	"127,036"					
"165,000"	"547,372"	"126,492"	"201,000"	"137,372"					
"173,958"	"590,323"	"139,125"	"224,428"	"157,125"					
"196,697"	"648,434"	"161,175"	"251,302"	"176,878"					
"219,206"	"689,089"	"178,172"	"268,528"	"186,984"					
"229,312"	"705,856"	"187,819"	"272,662"	"194,334"					
"235,284"	"710,450"	"191,723"	"280,472"	"192,727"					
"240,337"	"712,517"	"192,642"	"279,094"	"193,875"					
"243,323"	"715,273"	"196,087"	"278,864"	"195,712"					
"242,405"	"709,302"	"197,466"	"274,959"	"194,794"					
"241,945"	"710,450"	"196,087"	"273,352"	"194,564"					
"240,797"	"715,503"	"200,222"	"274,959"	"192,497"					
"240,108"	"710,909"	"199,533"	"271,284"	"195,712"					
"239,648"	"704,248"	"198,155"	"267,380"	"195,712"					
"212,545"	"709,761"	"181,847"	"279,323"	"180,323"					
"245,620"	"708,842"	"182,766"	"280,012"	"182,391"					
"245,161"	"709,531"	"183,455"	"278,175"	"180,094"					
"244,702"	"707,005"	"183,914"	"277,486"	"180,094"					
"244,242"	"712,058"	"186,211"	"280,472"	"181,931"					
"243,323"	"706,775"	"184,144"	"278,175"	"180,553"					
"241,256"	"705,397"	"183,914"	"276,797"	"182,161"					
"239,648"	"700,114"	"184,373"	"274,959"	"181,931"					
"244,931"	"702,870"	"185,752"	"276,567"	"182,620"					
"245,391"	"705,627"	"189,427"	"274,730"	"186,525"					
"243,094"	"700,344"	"188,737"	"271,284"	"184,917"					
"240,567"	"701,033"	"189,656"	"268,298"	"184,458"					
"246,080"	"704,019"	"195,398"	"269,217"	"186,295"					
"244,472"	"698,736"	"191,953"	"264,164"	"181,012"					
"234,136"	"676,227"	"180,698"	"249,234"	"164,705"					
"215,072"	"616,048"	"157,500"	"222,820"	"142,425"					
"185,442"	"554,033"	"134,072"	"200,081"	"128,644"					
"163,622"	"531,523"	"122,358"	"198,244"	"130,711"					
"165,689"	"572,178"	"131,775"	"219,605"	"151,153"					
"188,887"	"637,409"	"153,825"	"248,086"	"172,055"					
"215,991"	"687,022"	"176,794"	"271,055"	"189,052"					
"230,002"	"700,573"	"186,900"	"274,270"	"191,119"					
"239,878"	"704,248"	"191,723"	"275,878"	"193,645"					
"237,811"	"706,086"	"194,020"	"275,648"	"192,956"					
"238,270"	"704,019"	"193,102"	"274,959"	"192,038"					
"236,892"	"705,397"	"194,709"	"271,744"	"193,186"					
"237,352"	"706,545"	"198,384"	"272,433"	"193,875"					
"238,730"	"704,248"	"196,317"	"271,055"	"192,727"					
"238,730"	"710,220"	"197,466"	"272,433"	"194,334"					
"241,256"	"716,881"	"199,762"	"270,366"	"197,320"					
"207,492"	"700,114"	"180,239"	"273,581"	"177,797"					
"242,864"	"700,573"	"179,550"	"274,730"	"181,242"					
"240,337"	"698,277"	"180,009"	"275,419"	"178,486"					
"238,959"	"703,100"	"181,158"	"276,567"	"179,405"					
"244,012"	"705,627"	"185,522"	"276,108"	"180,553"					
"244,012"	"702,411"	"182,077"	"276,108"	"181,702"					
"241,486"	"702,870"	"186,670"	"276,567"	"182,850"					
"244,702"	"703,789"	"183,684"	"274,959"	"183,309"					
"245,161"	"705,397"	"189,656"	"275,648"	"184,687"					
"244,931"	"705,856"	"188,278"	"274,270"	"183,769"					
"243,783"	"704,478"	"187,819"	"274,500"	"185,606"					
"242,175"	"701,952"	"191,034"	"270,136"	"185,377"					
"243,553"	"704,708"	"193,102"	"270,366"	"187,673"					
"241,256"	"701,033"	"190,805"	"267,380"	"182,620"					
"230,002"	"668,187"	"175,645"	"248,545"	"162,867"					
"213,234"	"610,306"	"152,217"	"221,672"	"139,439"					
"183,834"	"553,573"	"132,923"	"198,933"	"124,509"					
